name,image,link,no_of_ratings,discount_price,actual_price,rating,review_text,brand,cleaned_review_text,sentiment
OnePlus Nord CE 2 Lite 5G Blue Tide 8GB RAM 128GB Storage,https://m.media-amazon.com/images/I/71AvQd3VzqL._AC_UL320_.jpg,https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/dp/B09X586PKC/ref=sr_1_18?qid=1679133649&s=electronics&sr=1-18,113956.0,20999.0,21999.0,5.0,Amazing phone with amazing camera coming from device 7 plus great service from amazon,OnePlus,amazing phone amazing camera coming device plus great service amazon,Positive
boAt Airdopes Atom 81 True Wireless in Ear Earbuds with Upto 50H Playtime Quad Mics ENx Tech 13MM Drivers Beast Mode50,https://m.media-amazon.com/images/I/51NKpc-CnBL._AC_UL320_.jpg,https://www.amazon.in/boAt-Airdopes-Atom-81-Wireless/dp/B0BKG5PQ6T/ref=sr_1_19?qid=1679133649&s=electronics&sr=1-19,3327.0,1299.0,4490.0,1.0,"So I got the device XR just today. The product looks amazing. But unfortunately the Face ID is not working and there’s a glitch in the front camera’s portrait mode. That’s fine, it may happen. But what’s not fine is the pathetic service provided by amazon and apple. Firstly, amazon takes no responsibility of the product once sold. Talking about the giant, apple, the so called market leaders. Went to the service centre, after running a diagnostic the solution they came up with is sending the phone to Bangalore for repair. Like sending the new phone for repair is the practical solution that the company provides after charging a bomb for the product. And also to mention, amazon.in is not an authorised apple reseller. I guess this issue will be escalated to the consumer court. Thank you amazon and apple!",boAt,got device xr today product look amazing unfortunately face id working there glitch front camera portrait mode thats fine may happen whats fine pathetic service provided amazon apple firstly amazon take responsibility product sold talking giant apple called market leader went service centre running diagnostic solution came sending phone bangalore repair like sending new phone repair practical solution company provides charging bomb product also mention amazonin authorised apple reseller guess issue escalated consumer court thank amazon apple,Negative
boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with 42H Playtime Beast ModeLow Latency Upto 80ms for Gaming,https://m.media-amazon.com/images/I/51tFAbNRaPL._AC_UL320_.jpg,https://www.amazon.in/Airdopes-141-Bluetooth-Wireless-Playtime/dp/B09N3XMZ5F/ref=sr_1_20?qid=1679133649&s=electronics&sr=1-20,172347.0,1299.0,4490.0,5.0,"I've been an android user all my life until I decided to try device XR for iOS. Loving the camera and battery life is an absolute joy to have. It's been more than one month since I got this phone and I'm loving it. Face ID works flawlessly even in the dark and the dual sim function is working like a charm, I'm using Vodafone as my primary sim and Jio as e-sim and have faced no problem whatsoever.",boAt,ive android user life decided try device xr io loving camera battery life absolute joy one month since got phone im loving face id work flawlessly even dark dual sim function working like charm im using vodafone primary sim jio esim faced problem whatsoever,Positive
boAt BassHeads 100 inEar Wired Headphones with Mic Black,https://m.media-amazon.com/images/I/719elVA3FvL._AC_UL320_.jpg,https://www.amazon.in/boAt-BassHeads-100-Headphones-Black/dp/B071Z8M4KX/ref=sr_1_21?qid=1679133649&s=electronics&sr=1-21,375110.0,399.0,999.0,1.0,I was delivered a phone that did not work immediately after removing from the box. I was not able to return it as I need to first check with Apple. Apple service told me that the phone was lying without charge since 5 months and hence the battery failed. Now I have had to leave the phone with Apple for repairs and waiting for them to replace the battery. Please answer this: WHY SHOULD I RUN AROUND FOR THE SUB PAR QUALITY DEVICE WHEN I WAS SHIPPED A DEAD PHONE? Last time I ever purchase a phone online,boAt,delivered phone work immediately removing box able return need first check apple apple service told phone lying without charge since month hence battery failed leave phone apple repair waiting replace battery please answer run around sub par quality device shipped dead phone last time ever purchase phone online,Negative
boAt Rockerz 330 Bluetooth Wireless in Ear Earphones with mic Upto 30 Hours Playtime ASAP Charge Signature Sound Dual,https://m.media-amazon.com/images/I/514sHd2+YyS._AC_UL320_.jpg,https://www.amazon.in/boAt-Rockerz-330-Bluetooth-Assistant/dp/B092XRRZ6C/ref=sr_1_22?qid=1679133649&s=electronics&sr=1-22,114951.0,1099.0,3990.0,5.0,"It has been a month since I started using my device XR and the experience has been awesome. Excellent battery life, smooth operating system, and most of all, dual Sim functionality are the best features of this device. Spent so many days to decide on the colour, but opted for white, and I’m very happy about it. Coral is also a very good colour option which I have bought for my wife. Only issue bothering me is the time taken to charge the phone. You need to opt for overnight charging. Other than that, extremely happy with the purchase.",boAt,month since started using device xr experience awesome excellent battery life smooth operating system dual sim functionality best feature device spent many day decide colour opted white im happy coral also good colour option bought wife issue bothering time taken charge phone need opt overnight charging extremely happy purchase,Positive
Lapster 5in1 MultiFunction Laptop Cleaning BrushKeyboard Cleaning kitGadget Cleaning kit Gap Duster KeyCap Puller fo,https://m.media-amazon.com/images/I/51+UotA4ExL._AC_UL320_.jpg,https://www.amazon.in/Lapster-Multi-Function-Cleaning-Keyboard-Earphones/dp/B0BBW16VH9/ref=sr_1_23?qid=1679133649&s=electronics&sr=1-23,765.0,97.0,999.0,1.0,The phone is hanging. Video quality is not very good.,Lapster,phone hanging video quality good,Negative
boAt Wave Call Smart Watch Smart Talk with Advanced Dedicated Bluetooth Calling Chip 169 HD Display with 550 NITS  70,https://m.media-amazon.com/images/I/614AipEWSIL._AC_UL320_.jpg,https://www.amazon.in/boAt-Wave-Call-Dedicated-Multi-Sport/dp/B0B5B6PQCT/ref=sr_1_24?qid=1679133649&s=electronics&sr=1-24,23231.0,1999.0,7990.0,4.0,I'll use this review to mostly say what I'm not a fan of in this particular device model.,boAt,ill use review mostly say im fan particular device model,Positive
OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic Bombastic Bass  124 Mm Drivers 10 Mins Charge  20 Hrs,https://m.media-amazon.com/images/I/51RP1QMh-mL._AC_UL320_.jpg,https://www.amazon.in/Oneplus-Bluetooth-Wireless-Earphones-Bombastic/dp/B0B3MNYGTW/ref=sr_1_25?qid=1679133649&s=electronics&sr=1-25,90304.0,1999.0,2299.0,1.0,Went with the device XR after over a month of consideration.Amazon was offering some really good discounts and felt the time was right to upgrade having used the device 6 for four seamless years.,OnePlus,went device xr month considerationamazon offering really good discount felt time right upgrade used device four seamless year,Negative
boAt Airdopes 121v2 inEar True Wireless Earbuds with Upto 14 Hours Playback 8MM Drivers Battery Indicators Lightweight,https://m.media-amazon.com/images/I/510+wjzq-vL._AC_UL320_.jpg,https://www.amazon.in/Airdopes-121v2-Bluetooth-Immersive-Assistant/dp/B08JQN8DGZ/ref=sr_1_26?qid=1679133649&s=electronics&sr=1-26,188031.0,1099.0,2990.0,5.0,Best mobile  and my favourite Where nice XR Amazing futures and best camera so thanks for  Amazon,boAt,best mobile favourite nice xr amazing future best camera thanks amazon,Positive
Redmi A1 Black 2GB RAM 32GB Storage  Segment Best AI Dual Cam  5000mAh Battery  Leather Texture Design  Android 12,https://m.media-amazon.com/images/I/81BxHYjeA2L._AC_UL320_.jpg,https://www.amazon.in/Redmi-Storage-Segment-5000mAh-Battery/dp/B0BBN56J5H/ref=sr_1_27?qid=1679133649&s=electronics&sr=1-27,11100.0,5899.0,8999.0,1.0,"Don't buy Apple products from Amazon. I got a defective product which is not activating. During first charging the device started heating like anything. Since there was a 10 days replacement policy, so I asked Amazon to replace it as the product is defective. But very poor customer service from Amazon. They didn't change the device rather told me to visit service centre. Now I am with a defective product which is not operating.",Redmi,dont buy apple product amazon got defective product activating first charging device started heating like anything since day replacement policy asked amazon replace product defective poor customer service amazon didnt change device rather told visit service centre defective product operating,Negative
Redmi 10A Charcoal Black 4GB RAM 64GB Storage  2 Ghz Octa Core Helio G25  5000 mAh Battery  Finger Print Sensor  U,https://m.media-amazon.com/images/I/71293gyogZL._AC_UL320_.jpg,https://www.amazon.in/Redmi-Charcoal-Storage-Battery-Booster/dp/B09XB8GFBQ/ref=sr_1_28?qid=1679133649&s=electronics&sr=1-28,15480.0,8599.0,11999.0,5.0,Face recognition is slower some times. I have no complaints about it. I am die hard fan of XR. I was eagerly waiting for dual sim device. It’s heavy but looks are so attractive that you will be ready to carry that little extra weight. I am using it since two months. Don’t watch any reviews. Just buy it and enjoy. Yes it’s expensive. Sometimes rather many times money is not worth than happiness.,Redmi,face recognition slower time complaint die hard fan xr eagerly waiting dual sim device heavy look attractive ready carry little extra weight using since two month dont watch review buy enjoy yes expensive sometimes rather many time money worth happiness,Positive
OnePlus 11R 5G Galactic Silver 16GB RAM 256GB Storage,https://m.media-amazon.com/images/I/613SAOPmLeL._AC_UL320_.jpg,https://www.amazon.in/OnePlus-Galactic-Silver-256GB-Storage/dp/B0BSNNYHY5/ref=sr_1_29?qid=1679133649&s=electronics&sr=1-29,338.0,3079.3703778762933,44999.0,5.0,"Great Phone, I am happy with the phone so far.",OnePlus,great phone happy phone far,Positive
OnePlus Nord 2T 5G Jade Fog 8GB RAM 128GB Storage,https://m.media-amazon.com/images/I/61ahn9N38zL._AC_UL320_.jpg,https://www.amazon.in/OnePlus-Nord-Jade-128GB-Storage/dp/B0B3CPQ5PF/ref=sr_1_27?qid=1679133651&s=electronics&sr=1-27,21232.0,3079.3703778762933,28999.0,5.0,"There are lots of reviews on net for XR, I would give just quick points based on my experience of XR 128 GB.",OnePlus,lot review net xr would give quick point based experience xr gb,Positive
OnePlus Nord Buds True Wireless in Ear Earbuds with Mic 124mm Titanium Drivers PlaybackUp to 30hr case 4Mic Design,https://m.media-amazon.com/images/I/514NPRZ1AQL._AC_UL320_.jpg,https://www.amazon.in/OnePlus-Wireless-Earbuds-Titanium-Playback/dp/B09ZHPN8W5/ref=sr_1_28?qid=1679133651&s=electronics&sr=1-28,23720.0,2799.0,2999.0,2.0,Don’t buy this phone only waste of money it hang’s many time.,OnePlus,dont buy phone waste money hang many time,Negative
OnePlus Nord 2T 5G Gray Shadow 8GB RAM 128GB Storage,https://m.media-amazon.com/images/I/617MPEZB5mL._AC_UL320_.jpg,https://www.amazon.in/OnePlus-Nord-Shadow-128GB-Storage/dp/B0B3CQBRB4/ref=sr_1_29?qid=1679133651&s=electronics&sr=1-29,21232.0,3079.3703778762933,28999.0,1.0,STEVE JOBS GONE i phone gone !!!!!!,OnePlus,steve job gone phone gone,Negative
boAt Rockerz 255 Pro inEar Bluetooth Neckband with Upto 40 Hours Playback ASAP Charge IPX7 Dual Pairing BT v50 wi,https://m.media-amazon.com/images/I/515jdxLlmaL._AC_UL320_.jpg,https://www.amazon.in/boAt-Rockerz-255-Pro-Earphones/dp/B08TTXNZ4Y/ref=sr_1_31?qid=1679133651&s=electronics&sr=1-31,148827.0,1299.0,3990.0,1.0,It is not supporting any type of sim.. the network gets disconnected after sometime only,boAt,supporting type sim network get disconnected sometime,Negative
Hammer Ace 30 Bluetooth Calling Smart Watch with Largest 185 IPS Display Dual Mode Spo2 Heart Rate Strong Metallic,https://m.media-amazon.com/images/I/61jQim6YPnL._AC_UL320_.jpg,https://www.amazon.in/Hammer-Ace-3-0-Bluetooth-Rotating/dp/B0BV6FVKSP/ref=sr_1_32?qid=1679133651&s=electronics&sr=1-32,13268.05126135217,1499.0,4999.0,5.0,"i always was unhappy with the size of my previous iPhones (device 7 and 5s), I badly needed an upgrade and but don’t have the budget of 1lakh so I took my chances with XR and I am very happy with my purchase.",Hammer,always unhappy size previous iphones device badly needed upgrade dont budget lakh took chance xr happy purchase,Positive
MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging  Input Type C  Micro USB Triple Output  Sa,https://m.media-amazon.com/images/I/71lVwl3q-kL._AC_UL320_.jpg,https://www.amazon.in/20000mAh-Sandstone-Triple-Charging-Delivery/dp/B08HV83HL3/ref=sr_1_34?qid=1679133651&s=electronics&sr=1-34,135528.0,2049.0,2199.0,1.0,Im facing some speaker related issues and had given my handset XR 64 Gb in service center they denied to repair the same stating that the handset is fake and not valid for any warrenty,MI,im facing speaker related issue given handset xr gb service center denied repair stating handset fake valid warrenty,Negative
SanDisk Cruzer Blade 32GB USB Flash Drive,https://m.media-amazon.com/images/I/61DjwgS4cbL._AC_UL320_.jpg,https://www.amazon.in/SanDisk-Cruzer-Blade-Flash-Drive/dp/B005FYNT3G/ref=sr_1_35?qid=1679133651&s=electronics&sr=1-35,99698.0,278.0,650.0,5.0,All in all an amazing product yet again from Apple. I know many people are confused wheather to go for an apple X or Xr. Well to be frank i suggest XR purely because of the fact that XR will have 1yr more support from Apple in respect to X.  Other than that the dual camera of X and single camera of XR have the same quality. As far as speed goes both are same. Xr is dual sim but you gotta understand you can insert just 1 sim. The 2nd sim is an eSim which needs to be activated by Telecom service providers. Theres not much difference in display as well. All in all XR rules,SanDisk,amazing product yet apple know many people confused wheather go apple x xr well frank suggest xr purely fact xr yr support apple respect x dual camera x single camera xr quality far speed go xr dual sim gotta understand insert sim nd sim esim need activated telecom service provider there much difference display well xr rule,Positive
SanDisk Ultra microSDXC UHSI Card 64GB 140MBs R 10 Y Warranty for Smartphones,https://m.media-amazon.com/images/I/7180ZAZmERL._AC_UL320_.jpg,https://www.amazon.in/SanDisk-Ultra%C2%AE-microSDXCTM-Warranty-Smartphones/dp/B0BDRVFDKP/ref=sr_1_36?qid=1679133651&s=electronics&sr=1-36,71768.0,488.0,1000.0,1.0,I had taken the phone but the phones holds too many defects and issues. When we talk the mouth pice is not that precise to hold you voice creaky the voice is not audible if the phone is even partially away from your chin/mouth.,SanDisk,taken phone phone hold many defect issue talk mouth pice precise hold voice creaky voice audible phone even partially away chinmouth,Negative
boAt Airdopes 141 Pro True Wireless in Ear Earbuds with 45H Playtime Quad Mics Enx Tech 12mm Drivers ASAP Charge Beast,https://m.media-amazon.com/images/I/41TWloBD6XL._AC_UL320_.jpg,https://www.amazon.in/boAt-Airdopes-141-Pro-Wireless/dp/B0B7J5ZTXD/ref=sr_1_37?qid=1679133651&s=electronics&sr=1-37,172347.0,1399.0,2990.0,5.0,there are two angles from which smartphones are generally looked. and i will be very honest in this review so that a genuine user can understand if he really wants apple!,boAt,two angle smartphones generally looked honest review genuine user understand really want apple,Positive
Redmi A1 Light Green 2GB RAM 32GB ROM  Segment Best AI Dual Cam  5000mAh Battery  Leather Texture Design  Android 12,https://m.media-amazon.com/images/I/81UmTnrBDSL._AC_UL320_.jpg,https://www.amazon.in/Redmi-Segment-5000mAh-Battery-Leather/dp/B0BBN3WF7V/ref=sr_1_38?qid=1679133651&s=electronics&sr=1-38,11100.0,5899.0,8999.0,5.0,"Smooth as butter, no lag and awesome display with superb camera..Just the perfect phone",Redmi,smooth butter lag awesome display superb camerajust perfect phone,Positive
OnePlus 11R 5G Galactic Silver 8GB RAM 128GB Storage,https://m.media-amazon.com/images/I/613SAOPmLeL._AC_UL320_.jpg,https://www.amazon.in/OnePlus-Galactic-Silver-128GB-Storage/dp/B0BSNQ2KXF/ref=sr_1_39?qid=1679133651&s=electronics&sr=1-39,338.0,3079.3703778762933,39999.0,5.0,"Using around a week now. It’s snappy fast. Power efficient. Gives a back up of a whole day on average use. It has a single but impressive rear camera. Selfie camera is excellent. Low light performance is average though. The phone is bulky, Heavy, weighing more than 190 grams. You surely need to use a protective case to protect Camera bump and glass on both sides. Display is crisp.",OnePlus,using around week snappy fast power efficient give back whole day average use single impressive rear camera selfie camera excellent low light performance average though phone bulky heavy weighing gram surely need use protective case protect camera bump glass side display crisp,Positive
FireBoltt Phoenix Smart Watch with Bluetooth Calling 13120 Sports Modes 240  240 PX High Res with SpO2 Heart Rate,https://m.media-amazon.com/images/I/61y2VVWcGBL._AC_UL320_.jpg,https://www.amazon.in/Fire-Boltt-Phoenix-Bluetooth-Calling-Monitoring/dp/B0B3RRWSF6/ref=sr_1_40?qid=1679133651&s=electronics&sr=1-40,43302.0,1699.0,2199.0,5.0,This is by far the best smartphone i have ever owned.,FireBoltt,far best smartphone ever owned,Positive
Samsung 25W USB Travel Adapter for Cellular Phones  White,https://m.media-amazon.com/images/I/21uXmiH98wL._AC_UL320_.jpg,https://www.amazon.in/Samsung-25W-Travel-Adapter/dp/B08VFF6JQ8/ref=sr_1_41?qid=1679133651&s=electronics&sr=1-41,10024.0,1099.0,1699.0,5.0,"A Perfect Phone with a great camera, great performance, Great look, Great Battery life and a good Display. Worth the trade off. Perfect size",Samsung,perfect phone great camera great performance great look great battery life good display worth trade perfect size,Positive
boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds with 42H Playtime Beast ModeLow Latency Upto 80ms for Gaming,https://m.media-amazon.com/images/I/516MceMiCdL._AC_UL320_.jpg,https://www.amazon.in/Airdopes-141-Bluetooth-Wireless-Playtime/dp/B09N3ZLB3T/ref=sr_1_42?qid=1679133651&s=electronics&sr=1-42,172347.0,1299.0,4490.0,1.0,"NEVER BUY it from Amazon. VERY POOR PRODUCT AND CUSTOMER CARE.i bought it and received it on 3.10.2019 and noted a crack on right top corner of display which was visible when the plastic sticker was removed and complained to amazon customer cell on 4.10.2019. they assured a replacement. nothing happened. when i called them a number of times, they simply tranfer my calls to diiferent sections and then assurinng call back and then not calling back. Apple says it is the duty of amazon to take measures for replacement. Still left nowhere with my money gone on a damaged product.",boAt,never buy amazon poor product customer carei bought received noted crack right top corner display visible plastic sticker removed complained amazon customer cell assured replacement nothing happened called number time simply tranfer call diiferent section assurinng call back calling back apple say duty amazon take measure replacement still left nowhere money gone damaged product,Negative
pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime Bluetooth 51 Wireless Stereo Audio Touch Control TWS with,https://m.media-amazon.com/images/I/51ZT3aMrJIL._AC_UL320_.jpg,https://www.amazon.in/Bassbuds-Duo-Headphones-Water-Resistant-Assistance/dp/B09DD9SX9Z/ref=sr_1_43?qid=1679133651&s=electronics&sr=1-43,166395.0,799.0,2599.0,5.0,Extremely easy to use. Good specifications.,pTron,extremely easy use good specification,Positive
TAGG Verve Sense Smartwatch with 170 Large Display Real SPO2 and RealTime Heart Rate Tracking 7 Days Battery Backu,https://m.media-amazon.com/images/I/51zv+mozGgL._AC_UL320_.jpg,https://www.amazon.in/TAGG-Verve-Sense-Smartwatch-Waterproof/dp/B09Q4MRW85/ref=sr_1_44?qid=1679133651&s=electronics&sr=1-44,2068.0,999.0,6999.0,5.0,Best device I’ve used. Sold my one plus 6 and got this one. The screen is not an OLED so you miss out on deep blacks and saturation. But I noticed the colours are better than the older iPhones with LCD. It also has thick bezels which take some time to get used to. An OLED screen on this would’ve been wonderful but apple being apple wont do that!,TAGG,best device ive used sold one plus got one screen oled miss deep black saturation noticed colour better older iphones lcd also thick bezel take time get used oled screen wouldve wonderful apple apple wont,Positive
Portronics Toad 23 Wireless Optical Mouse with 24GHz USB Nano Dongle Optical Orientation Click Wheel Adjustable DPIB,https://m.media-amazon.com/images/I/41KuRShR97L._AC_UL320_.jpg,https://www.amazon.in/Portronics-Wireless-Optical-Orientation-Adjustable/dp/B0B296NTFV/ref=sr_1_45?qid=1679133651&s=electronics&sr=1-45,2485.0,299.0,599.0,1.0,Poor Front camera cannot take photo with light at background (photo attached),Portronics,poor front camera cannot take photo light background photo attached,Negative
Samsung Galaxy M04 Light Green 4GB RAM 64GB Storage  Upto 8GB RAM with RAM Plus  MediaTek Helio P35  5000 mAh Battery,https://m.media-amazon.com/images/I/814ePfNubRL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Galaxy-Storage-MediaTek-Battery/dp/B0BMGB2TPR/ref=sr_1_46?qid=1679133651&s=electronics&sr=1-46,1754.0,8499.0,11999.0,1.0,"This is my first phone from Apple. I was in confusion in buying between pixel and device. Even though pixel is far superior than apple in all departments, I went for device due to craziness. The product is well packed and delivered. When I started using the phone, the screen looks average, battery is good and the hardware seems good. The camera disappoints me al lot. Never expect this from Apple. In particular, the front camera is worst, in indoor lightning conditions and can see dots in image like a VGA camera.  At a cost of 60k, I was more so curious about the camera. It disappoints me badly. Even my motorola camera works well. If you are crazzy for the brand, go for it. Else definitely, you can go for other models in the market.",Samsung,first phone apple confusion buying pixel device even though pixel far superior apple department went device due craziness product well packed delivered started using phone screen look average battery good hardware seems good camera disappoints al lot never expect apple particular front camera worst indoor lightning condition see dot image like vga camera cost k curious camera disappoints badly even motorola camera work well crazzy brand go else definitely go model market,Negative
